FFT Gray Avg,FFT Gray Median,FFT Gray SD,FFT Gray Max,FFT Gray Min,FFT Gray Mode,FFT Gray Midpoint,FFT Gray Var,FFT Red Avg,FFT Red Median,FFT Red SD,FFT Red Max,FFT Red Min,FFT Red Mode,FFT Red Midpoint,FFT Red Var,FFT Green Avg,FFT Green Median,FFT Green SD,FFT Green Max,FFT Green Min,FFT Green Mode,FFT Green Midpoint,FFT Green Var,FFT Blue Avg,FFT Blue Median,FFT Blue SD,FFT Blue Max,FFT Blue Min,DCT Gray,DCT Red,DCT Green,Wavelet Gray Avg,Wavelet Gray Median,Wavelet Gray SD,Wavelet Gray Max,Wavelet Gray Min,Wavelet Gray Mode,Wavelet Gray Midpoint,Wavelet Gray Var,Wavelet Red Avg,Wavelet Red Median,Wavelet Red SD,Wavelet Red Max,Wavelet Red Min,Wavelet Red Mode,Wavelet Red Midpoint,Wavelet Red Var,Wavelet Green Avg,Wavelet Green Median,Wavelet Green SD,Wavelet Green Max,Wavelet Green Min,Wavelet Green Mode,Wavelet Green Midpoint,Wavelet Green Var,Wavelet Blue Avg,Wavelet Blue Median,Wavelet Blue SD,Wavelet Blue Max,Wavelet Blue Min
168.00,35.77,24938.82,5372341.00,-1.41,-1.41,2686169.79,77200000000000000000.00,150.00,-530.08,19738.32,4123310.00,7.32,7.32,2061658.66,26500000000000000000.00,160.00,-29.21,26110.29,5597709.00,0.46,0.46,2798854.73,91700000000000000000.00,NaN,NaN,NaN,NaN,NaN,23983.67,18407.63,24989.77,3.36,3.40,0.22,7.00,0.96,1.16,3.98,0.19,2.58,2.40,0.22,7.02,0.29,0.29,3.65,0.24,3.50,3.56,0.26,7.02,0.83,0.83,3.93,0.31,NaN,NaN,NaN,NaN,NaN
34.00,-320.00,21855.79,4488306.00,4.74,4.74,2244155.37,41300000000000000000.00,15.00,-420.94,13704.68,2454493.00,-1.33,-1.33,1227245.84,4680000000000000000.00,39.00,-591.58,24584.20,5058084.00,2.11,2.11,2529043.05,64800000000000000000.00,NaN,NaN,NaN,NaN,NaN,20037.08,10957.56,22580.73,2.81,3.06,0.18,6.76,0.56,0.56,3.66,0.20,1.53,1.42,0.21,6.53,0.14,0.14,3.33,0.18,3.16,3.57,0.26,6.76,0.70,0.70,3.73,0.54,NaN,NaN,NaN,NaN,NaN
106.00,-68.71,28872.61,6302821.00,2.58,2.58,3151411.79,144000000000000000000.00,99.00,-1000.78,27474.73,5445018.00,-9.18,-9.18,2722504.41,90200000000000000000.00,105.00,-1021.14,30205.54,6651759.00,1.01,1.01,3325880.00,178000000000000000000.00,NaN,NaN,NaN,NaN,NaN,28137.59,24308.12,29695.35,3.94,4.24,0.29,6.40,1.00,1.00,3.70,0.30,3.40,3.84,0.58,7.32,0.09,0.13,3.71,3.19,4.16,4.32,0.22,6.92,1.10,1.10,4.01,0.15,NaN,NaN,NaN,NaN,NaN
183.00,327.60,24275.98,5278069.00,-3.15,-3.15,2639032.93,70200000000000000000.00,63.00,-272.05,14512.46,2748452.00,6.18,6.18,1374229.09,5930000000000000000.00,204.00,197.89,26799.09,5827010.00,-1.72,-1.72,2913504.14,104000000000000000000.00,NaN,NaN,NaN,NaN,NaN,23562.81,12269.88,26013.44,3.30,3.21,0.21,5.67,1.12,1.17,3.39,0.08,1.72,1.55,0.34,6.10,0.01,0.01,3.06,0.52,3.64,3.79,0.23,6.21,1.13,1.13,3.67,0.11,NaN,NaN,NaN,NaN,NaN
188.00,773.62,27753.85,5970387.00,-2.29,-2.29,2985192.36,119000000000000000000.00,154.00,-814.25,23691.55,4523266.00,-4.90,-4.90,2261630.55,45200000000000000000.00,192.00,-634.66,29957.20,6394006.00,-9.64,-9.64,3196998.18,159000000000000000000.00,NaN,NaN,NaN,NaN,NaN,26653.51,20193.15,28544.67,3.73,4.10,0.29,6.18,0.61,0.61,3.40,0.47,2.83,2.20,0.38,6.89,0.16,0.33,3.52,1.38,4.00,4.34,0.40,6.98,0.45,0.45,3.71,1.26,NaN,NaN,NaN,NaN,NaN
139.00,-678.62,18630.16,4013609.00,-1.97,-1.97,2006803.52,24000000000000000000.00,84.00,-462.01,11644.63,2193741.00,-2.52,-2.52,1096869.24,2300000000000000000.00,152.00,-397.66,21145.47,4555601.00,-4.92,-4.92,2277798.04,39700000000000000000.00,NaN,NaN,NaN,NaN,NaN,17917.90,9793.49,20337.50,2.51,2.36,0.19,5.48,0.64,0.64,3.06,0.09,1.37,1.16,0.28,7.17,0.11,0.11,3.64,0.32,2.85,2.81,0.19,5.68,0.66,0.66,3.17,0.10,NaN,NaN,NaN,NaN,NaN
207.00,-666.99,30208.64,6361646.00,8.04,8.04,3180827.02,155000000000000000000.00,40.00,514.04,22954.04,4561916.00,2.94,2.94,2280959.47,44100000000000000000.00,226.00,-563.70,31376.11,6633794.00,-4.61,-4.61,3316894.70,182000000000000000000.00,NaN,NaN,NaN,NaN,NaN,28400.21,20365.70,29615.15,3.98,3.45,0.31,7.44,0.99,2.40,4.21,1.06,2.85,2.23,0.32,7.31,0.14,0.97,3.73,0.90,4.15,3.66,0.35,7.70,0.90,0.90,4.30,1.35,NaN,NaN,NaN,NaN,NaN
152.00,92.21,32713.86,7162793.00,-6.29,-6.29,3581393.35,238000000000000000000.00,97.00,-623.27,14510.67,2438009.00,4.38,4.38,1219006.69,5000000000000000000.00,162.00,-224.64,37007.97,8147225.00,-8.15,-8.15,4073608.43,398000000000000000000.00,NaN,NaN,NaN,NaN,NaN,31976.75,10883.97,36371.54,4.48,4.96,0.35,6.90,0.37,0.37,3.63,0.36,1.52,0.54,0.33,6.31,0.03,0.03,3.17,0.55,5.09,5.57,0.34,6.95,0.46,0.46,3.71,0.39,NaN,NaN,NaN,NaN,NaN
161.00,134.81,32112.73,7049363.00,-6.52,-6.52,3524678.24,225000000000000000000.00,133.00,517.69,28109.33,5829521.00,-2.38,-2.38,2914759.31,113000000000000000000.00,166.00,357.21,33517.00,7413541.00,-5.16,-5.16,3706767.92,273000000000000000000.00,NaN,NaN,NaN,NaN,NaN,31470.37,26024.65,33096.17,4.41,4.83,0.30,6.60,1.61,1.61,4.10,0.36,3.64,4.31,0.55,7.55,0.16,0.29,3.85,2.50,4.64,4.94,0.24,6.60,1.63,1.63,4.11,0.20,NaN,NaN,NaN,NaN,NaN
55.00,943.00,25039.79,5381679.00,5.95,5.95,2690842.48,77700000000000000000.00,20.00,-173.16,18838.50,3194080.00,10.79,10.79,1597045.39,14000000000000000000.00,58.00,1087.79,27874.91,5989838.00,-15.03,-15.03,2994911.49,118000000000000000000.00,NaN,NaN,NaN,NaN,NaN,24025.35,14259.29,26740.35,3.36,3.37,0.26,7.38,0.69,0.69,4.04,0.39,2.00,1.24,0.51,7.58,0.03,0.03,3.81,3.25,3.75,3.53,0.33,7.58,0.61,0.61,4.10,0.75,NaN,NaN,NaN,NaN,NaN
110.00,512.75,25051.92,5516418.00,-3.92,-3.92,2758207.04,82700000000000000000.00,78.00,-385.80,15552.44,3179045.00,0.64,0.64,1589522.82,9660000000000000000.00,115.00,261.55,28126.44,6169447.00,-0.46,-0.46,3084723.27,130000000000000000000.00,NaN,NaN,NaN,NaN,NaN,24626.87,14192.17,27542.17,3.45,3.44,0.20,7.13,0.89,3.39,4.01,0.10,1.99,2.03,0.42,7.19,0.23,0.23,3.71,0.87,3.86,3.90,0.14,7.18,0.97,0.97,4.07,0.06,NaN,NaN,NaN,NaN,NaN
143.00,839.26,33874.21,7308172.00,0.59,0.59,3654086.30,267000000000000000000.00,99.00,406.30,22782.16,4516395.00,-8.23,-8.23,2258193.39,45100000000000000000.00,153.00,-897.25,35938.09,7775580.00,-1.71,-1.71,3887789.14,341000000000000000000.00,NaN,NaN,NaN,NaN,NaN,32625.77,20162.48,34712.41,4.57,4.64,0.32,7.64,0.75,0.75,4.20,0.79,2.82,2.34,0.28,7.54,0.05,0.05,3.79,0.57,4.86,4.92,0.28,7.66,0.84,0.84,4.25,0.67,NaN,NaN,NaN,NaN,NaN
234.00,30.36,27553.59,5612153.00,5.85,5.85,2806079.43,104000000000000000000.00,207.00,1215.72,24451.16,4192386.00,-2.83,-2.83,2096191.58,43700000000000000000.00,233.00,1328.82,29160.55,5947478.00,-8.25,-8.25,2973734.88,131000000000000000000.00,NaN,NaN,NaN,NaN,NaN,25054.25,18716.01,26551.24,3.51,3.55,0.29,7.51,0.72,0.72,4.12,0.90,2.62,1.64,0.74,7.99,0.14,0.14,4.06,8.16,3.72,3.88,0.30,7.77,0.73,0.73,4.25,1.03,NaN,NaN,NaN,NaN,NaN
123.00,-79.01,29660.33,6491526.00,-1.25,-1.25,3245762.38,161000000000000000000.00,112.00,560.70,21743.39,4290064.00,2.20,2.20,2145033.10,35500000000000000000.00,131.00,-618.62,32928.86,7258392.00,0.46,0.46,3629196.23,251000000000000000000.00,NaN,NaN,NaN,NaN,NaN,28980.03,19152.07,32403.54,4.06,3.83,0.43,7.49,1.19,1.19,4.34,0.60,2.68,2.51,0.58,7.51,0.08,0.08,3.79,2.12,4.54,4.38,0.41,7.58,1.37,1.37,4.48,0.46,NaN,NaN,NaN,NaN,NaN
79.00,74.78,26414.42,5741514.00,-2.02,-2.02,2870755.99,98800000000000000000.00,58.00,-640.57,16222.85,3075967.00,-0.45,-0.45,1537983.28,9430000000000000000.00,87.00,-499.76,29278.34,6356322.00,-3.58,-3.58,3178159.21,148000000000000000000.00,NaN,NaN,NaN,NaN,NaN,25631.76,13732.00,28376.44,3.59,3.51,0.28,6.57,1.22,1.22,3.90,0.19,1.92,1.73,0.35,7.34,0.04,0.04,3.69,0.68,3.97,4.10,0.30,6.97,1.20,1.20,4.09,0.23,NaN,NaN,NaN,NaN,NaN
139.00,586.17,28349.16,6205058.00,3.70,3.70,3102530.85,135000000000000000000.00,70.00,171.52,16809.54,3155314.00,-2.40,-2.40,1577655.80,11600000000000000000.00,139.00,378.92,31205.83,6818147.00,-2.54,-2.54,3409072.23,196000000000000000000.00,NaN,NaN,NaN,NaN,NaN,27701.15,14086.22,30438.16,3.88,3.98,0.19,6.52,1.25,1.25,3.88,0.08,1.97,1.70,0.25,6.54,0.03,0.03,3.29,0.31,4.26,4.40,0.23,6.87,1.54,1.54,4.21,0.12,NaN,NaN,NaN,NaN,NaN
145.00,1076.80,22800.83,4623432.00,1.66,1.66,2311716.83,44900000000000000000.00,133.00,-964.81,15359.50,3088412.00,-0.56,-0.56,1544205.72,8360000000000000000.00,144.00,951.45,24352.46,4836735.00,-1.38,-1.38,2418366.81,56100000000000000000.00,NaN,NaN,NaN,NaN,NaN,20640.32,13787.55,21592.57,2.89,2.57,0.33,6.70,0.35,0.35,3.53,0.81,1.93,1.64,0.28,5.81,0.16,0.16,2.99,0.24,3.02,2.69,0.43,7.35,0.32,0.32,3.83,1.72,NaN,NaN,NaN,NaN,NaN
43.00,-277.49,19409.62,3823134.00,5.77,5.77,1911569.88,20000000000000000000.00,0.00,308.26,7344.39,831893.00,0.97,0.97,415946.99,104000000000000000.00,51.00,-241.88,24047.17,4802203.00,-3.81,-3.81,2401099.60,50000000000000000000.00,NaN,NaN,NaN,NaN,NaN,17067.56,3713.81,21438.41,2.39,2.20,0.27,7.42,0.09,0.09,3.75,0.40,0.52,0.12,0.53,7.09,0.02,0.02,3.56,0.80,3.00,2.73,0.22,7.57,0.13,0.13,3.85,0.31,NaN,NaN,NaN,NaN,NaN
179.00,-10.41,27892.53,5992573.00,-0.64,-0.64,2996286.18,121000000000000000000.00,160.00,-474.25,24720.60,4967751.00,4.05,4.05,2483877.52,62800000000000000000.00,182.00,-484.87,30261.04,6572722.00,-3.54,-3.54,3286359.23,174000000000000000000.00,NaN,NaN,NaN,NaN,NaN,26752.56,22177.46,29342.51,3.75,3.82,0.27,6.91,0.71,1.54,3.81,0.38,3.11,3.27,0.38,7.92,0.40,0.46,4.16,1.50,4.11,4.13,0.28,7.11,0.71,0.71,3.91,0.43,NaN,NaN,NaN,NaN,NaN
148.00,169.82,21820.70,4681757.00,0.89,0.89,2340878.95,44700000000000000000.00,114.00,46.32,13456.00,2819759.00,2.06,2.06,1409880.53,6030000000000000000.00,156.00,-161.51,23481.83,5024337.00,-0.03,-0.03,2512168.48,59700000000000000000.00,NaN,NaN,NaN,NaN,NaN,20900.70,12588.21,22430.08,2.93,2.97,0.19,5.53,1.20,1.20,3.36,0.10,1.76,1.51,0.31,5.56,0.93,0.93,3.24,0.16,3.14,3.32,0.20,5.70,1.23,1.52,3.47,0.12,NaN,NaN,NaN,NaN,NaN
112.00,451.23,23552.00,5165306.00,3.08,3.08,2582654.54,64700000000000000000.00,110.00,-43.51,17461.60,3610326.00,5.10,5.10,1805165.55,16500000000000000000.00,111.00,515.57,25903.14,5663539.00,0.94,0.94,2831769.97,93900000000000000000.00,NaN,NaN,NaN,NaN,NaN,23059.40,16117.53,25283.66,3.23,3.03,0.28,6.62,1.34,1.34,3.98,0.17,2.26,2.13,0.34,7.65,0.16,0.16,3.91,0.46,3.54,3.30,0.35,7.22,1.38,1.38,4.30,0.34,NaN,NaN,NaN,NaN,NaN
172.00,457.80,29312.08,6320207.00,11.30,11.30,3160109.15,147000000000000000000.00,149.00,-817.57,16502.90,3307912.00,0.85,0.85,1653956.43,11700000000000000000.00,167.00,629.41,32471.53,6948009.00,4.76,4.76,3474006.88,219000000000000000000.00,NaN,NaN,NaN,NaN,NaN,28215.21,14767.46,31017.90,3.95,4.20,0.37,6.46,0.83,0.83,3.65,0.68,2.07,1.98,0.35,7.18,0.17,0.17,3.67,0.70,4.34,4.37,0.43,7.09,0.65,0.65,3.87,1.13,NaN,NaN,NaN,NaN,NaN
249.00,-234.38,28652.06,6220347.00,0.79,0.79,3110173.89,139000000000000000000.00,254.00,361.99,19805.21,3879811.00,-3.62,-3.62,1939903.69,22800000000000000000.00,245.00,-288.50,31413.30,6804007.00,-0.45,-0.45,3402003.28,201000000000000000000.00,NaN,NaN,NaN,NaN,NaN,27769.41,17320.58,30375.03,3.89,3.96,0.26,7.39,0.91,0.91,4.15,0.38,2.43,2.45,0.46,7.81,0.07,0.07,3.94,1.88,4.25,4.11,0.29,7.95,0.89,0.89,4.42,0.58,NaN,NaN,NaN,NaN,NaN
107.00,-116.27,27957.69,5987872.00,0.29,0.29,2993936.15,119000000000000000000.00,89.00,254.40,19117.33,3554572.00,-0.19,-0.19,1777285.90,18600000000000000000.00,106.00,356.30,30394.90,6528844.00,3.25,3.25,3264423.63,167000000000000000000.00,NaN,NaN,NaN,NaN,NaN,26731.57,15868.63,29146.63,3.74,3.40,0.23,7.43,0.90,0.90,4.16,0.23,2.22,1.99,0.41,7.61,0.06,0.06,3.83,1.59,4.08,3.70,0.28,7.89,0.87,0.87,4.38,0.46,NaN,NaN,NaN,NaN,NaN
126.00,272.34,28720.27,5974115.00,-1.53,-1.53,2987056.74,128000000000000000000.00,105.00,562.90,25212.94,4582158.00,0.52,0.52,2291079.26,51100000000000000000.00,123.00,530.70,30335.97,6424797.00,-0.28,-0.28,3212398.36,165000000000000000000.00,NaN,NaN,NaN,NaN,NaN,26670.16,20456.06,28682.13,3.74,3.34,0.40,7.85,0.86,0.86,4.35,1.31,2.86,1.61,0.55,7.92,0.10,0.10,4.01,3.78,4.02,4.22,0.39,7.86,0.85,0.85,4.36,1.14,NaN,NaN,NaN,NaN,NaN
132.00,202.40,26960.02,5890899.00,1.54,1.54,2945450.27,109000000000000000000.00,75.00,204.85,16863.19,3435910.00,0.90,0.90,1717955.45,13300000000000000000.00,141.00,-14.37,30108.11,6584393.00,-3.04,-3.04,3292194.98,170000000000000000000.00,NaN,NaN,NaN,NaN,NaN,26298.66,15338.88,29394.61,3.68,3.51,0.12,6.78,1.49,1.49,4.14,0.05,2.15,2.01,0.16,5.26,0.33,0.33,2.79,0.11,4.12,3.96,0.16,7.63,1.51,1.51,4.57,0.09,NaN,NaN,NaN,NaN,NaN
173.00,641.15,25517.93,5488326.00,5.71,5.71,2744165.86,83100000000000000000.00,155.00,452.49,19412.21,3731250.00,1.49,1.49,1865625.75,19100000000000000000.00,172.00,557.56,28263.77,6115141.00,2.28,2.28,3057571.64,129000000000000000000.00,NaN,NaN,NaN,NaN,NaN,24501.46,16657.37,27299.74,3.43,3.43,0.28,7.31,1.06,1.06,4.18,0.24,2.33,2.01,0.34,7.06,0.07,0.11,3.57,0.59,3.82,3.81,0.30,7.16,1.32,1.32,4.24,0.32,NaN,NaN,NaN,NaN,NaN
113.00,-80.71,23342.24,5051897.00,1.32,1.32,2525949.16,61700000000000000000.00,42.00,420.93,9176.60,1322728.00,1.04,1.04,661364.52,553000000000000000.00,116.00,-220.51,25331.82,5482266.00,-1.09,-1.09,2741132.45,86900000000000000000.00,NaN,NaN,NaN,NaN,NaN,22553.11,5905.04,24474.40,3.16,3.21,0.27,5.91,0.62,0.62,3.27,0.25,0.83,0.25,0.37,6.78,0.00,0.02,3.39,0.66,3.43,3.50,0.30,6.31,0.61,0.61,3.46,0.33,NaN,NaN,NaN,NaN,NaN
33.00,-104.86,16032.04,3265706.00,-7.00,-7.00,1632849.50,11200000000000000000.00,22.00,646.44,11922.44,2011871.00,2.30,2.30,1005936.65,1900000000000000000.00,36.00,-578.18,17557.57,3598216.00,-2.92,-2.92,1799106.54,16700000000000000000.00,NaN,NaN,NaN,NaN,NaN,14579.04,8981.57,16063.46,2.04,1.75,0.27,6.46,0.56,0.56,3.51,0.25,1.26,0.83,0.50,6.41,0.05,0.05,3.23,1.15,2.25,2.01,0.26,7.02,0.63,0.63,3.83,0.25,NaN,NaN,NaN,NaN,NaN
52.00,-461.86,19176.54,3936175.00,2.58,2.58,1968088.79,22900000000000000000.00,25.00,787.93,12939.54,2405819.00,-7.03,-7.03,1202905.98,3390000000000000000.00,54.00,52.77,23328.67,4739261.00,-4.12,-4.12,2369628.44,49400000000000000000.00,NaN,NaN,NaN,NaN,NaN,17572.21,10740.26,21157.42,2.46,2.23,0.31,7.62,0.38,0.38,4.00,0.37,1.50,1.30,0.49,7.63,0.16,0.16,3.90,1.40,2.96,2.43,0.42,7.65,0.40,0.40,4.02,0.95,NaN,NaN,NaN,NaN,NaN
139.00,182.82,29153.06,6230198.00,0.90,0.90,3115099.45,141000000000000000000.00,93.00,58.88,20357.26,3848457.00,0.02,0.02,1924228.51,23200000000000000000.00,151.00,-202.36,32157.88,6921312.00,-2.21,-2.21,3460654.90,217000000000000000000.00,NaN,NaN,NaN,NaN,NaN,27813.38,17180.61,30898.71,3.90,4.05,0.26,7.93,0.25,0.25,4.09,0.41,2.41,2.34,0.40,7.81,0.02,0.06,3.91,1.15,4.33,4.41,0.25,7.98,0.11,0.11,4.04,0.44,NaN,NaN,NaN,NaN,NaN
60.00,-651.01,20227.01,4159151.00,5.41,5.41,2079578.20,27400000000000000000.00,16.00,-113.95,14434.85,2224308.00,-4.50,-4.50,1112151.75,3100000000000000000.00,64.00,-468.13,22682.11,4708628.00,-4.81,-4.81,2354311.60,44700000000000000000.00,NaN,NaN,NaN,NaN,NaN,18567.64,9929.95,21020.66,2.60,2.34,0.30,7.91,0.78,1.28,4.35,0.47,1.39,0.81,0.52,7.83,0.13,0.13,3.98,2.00,2.94,2.60,0.25,7.93,0.80,0.80,4.37,0.32,NaN,NaN,NaN,NaN,NaN
106.00,339.67,25976.59,5705844.00,18.20,18.20,2852931.10,98000000000000000000.00,83.00,-856.11,19416.83,3956994.00,-6.37,-6.37,1978493.81,24400000000000000000.00,105.00,-895.82,28936.74,6294260.00,-0.54,-0.54,3147129.73,149000000000000000000.00,NaN,NaN,NaN,NaN,NaN,25472.52,17665.15,28099.38,3.57,3.77,0.15,6.19,0.86,0.86,3.52,0.07,2.47,2.53,0.28,6.87,0.15,0.15,3.51,0.44,3.94,4.25,0.20,6.71,0.87,0.87,3.79,0.17,NaN,NaN,NaN,NaN,NaN
95.00,-472.95,26504.45,5863355.00,0.80,0.80,2931677.90,106000000000000000000.00,81.00,762.16,16595.03,3351901.00,4.51,4.51,1675952.76,12100000000000000000.00,91.00,899.15,30142.83,6633424.00,0.16,0.16,3316712.08,174000000000000000000.00,NaN,NaN,NaN,NaN,NaN,26175.69,14963.84,29613.50,3.67,3.43,0.28,6.76,0.99,2.95,3.87,0.16,2.10,1.78,0.54,7.59,0.12,2.51,3.85,1.92,4.15,3.89,0.29,6.74,0.91,2.85,3.83,0.20,NaN,NaN,NaN,NaN,NaN
183.00,-877.77,31767.18,6867660.00,-0.34,-0.34,3433829.83,204000000000000000000.00,185.00,-881.65,27247.83,5133693.00,7.46,7.46,2566850.23,75400000000000000000.00,182.00,-404.43,33101.52,7177790.00,-4.11,-4.11,3588892.94,245000000000000000000.00,NaN,NaN,NaN,NaN,NaN,30659.20,22918.27,32043.71,4.29,4.11,0.12,6.33,1.25,1.34,3.79,0.12,3.21,2.79,0.23,6.40,0.10,0.10,3.25,0.86,4.49,4.86,0.13,6.33,1.18,1.26,3.75,0.14,NaN,NaN,NaN,NaN,NaN
77.00,-1671.99,21455.19,4411259.00,1.55,1.55,2205630.27,38600000000000000000.00,72.00,-1428.76,13995.76,2899716.00,25.07,25.07,1449870.53,6720000000000000000.00,78.00,386.53,24781.36,4947978.00,9.84,9.84,2473993.92,64100000000000000000.00,NaN,NaN,NaN,NaN,NaN,19693.12,12945.16,22089.19,2.76,2.41,0.29,6.23,0.84,0.84,3.54,0.38,1.81,1.52,0.16,5.08,0.13,0.13,2.61,0.06,3.09,2.78,0.46,6.68,0.79,0.83,3.74,1.36,NaN,NaN,NaN,NaN,NaN
38.00,-503.44,22588.14,4561025.00,-7.34,-7.34,2280508.83,45400000000000000000.00,34.00,1049.64,13634.19,2727766.00,4.95,4.95,1363885.48,5200000000000000000.00,40.00,-143.12,25942.31,5098807.00,-4.42,-4.42,2549401.29,74700000000000000000.00,NaN,NaN,NaN,NaN,NaN,20361.72,12177.53,22762.53,2.85,2.35,0.30,5.81,0.67,0.67,3.24,0.44,1.71,1.41,0.22,6.01,0.27,0.27,3.14,0.12,3.19,2.47,0.45,6.64,0.61,0.61,3.63,1.41,NaN,NaN,NaN,NaN,NaN
139.00,-1351.57,27215.17,5922762.00,14.16,14.16,2961388.08,120000000000000000000.00,68.00,-883.67,18044.08,3468617.00,-7.38,-7.38,1734304.81,16900000000000000000.00,157.00,-480.24,30898.81,6691843.00,15.18,15.18,3345929.09,198000000000000000000.00,NaN,NaN,NaN,NaN,NaN,26440.90,15484.90,29874.30,3.70,3.61,0.18,6.67,0.84,0.84,3.75,0.18,2.17,1.74,0.38,7.51,0.09,0.09,3.80,0.99,4.18,4.20,0.18,6.98,0.98,0.98,3.98,0.21,NaN,NaN,NaN,NaN,NaN
94.00,191.88,20535.46,4161913.00,1.70,1.70,2080957.35,28900000000000000000.00,66.00,391.18,9231.20,1542651.00,-3.96,-3.96,771323.52,687000000000000000.00,100.00,-1088.55,23161.00,4565040.00,5.63,5.63,2282522.82,42900000000000000000.00,NaN,NaN,NaN,NaN,NaN,18579.97,6886.83,20379.64,2.60,2.13,0.44,6.95,0.07,0.07,3.51,1.10,0.96,0.74,0.49,7.64,0.04,0.04,3.84,1.20,2.85,2.17,0.59,7.37,0.04,0.04,3.71,2.81,NaN,NaN,NaN,NaN,NaN
37.00,984.77,28541.38,5963346.00,-7.85,-7.85,2981669.07,118000000000000000000.00,2.00,-1181.89,18110.78,3167114.00,5.31,5.31,1583559.66,12100000000000000000.00,42.00,979.11,30647.68,6297703.00,1.43,1.43,3148852.22,146000000000000000000.00,NaN,NaN,NaN,NaN,NaN,26622.08,14138.90,28114.75,3.73,3.32,0.39,7.88,0.27,0.27,4.07,1.35,1.98,1.57,0.76,8.00,0.07,0.07,4.03,6.64,3.94,3.40,0.46,8.00,0.29,0.29,4.15,1.85,NaN,NaN,NaN,NaN,NaN
101.00,-24.47,24153.46,5075125.00,-0.51,-0.51,2537562.25,59900000000000000000.00,67.00,157.73,18393.58,3749898.00,-0.73,-0.73,1874948.64,18700000000000000000.00,108.00,129.66,24745.33,5167402.00,-0.42,-0.42,2583700.79,64200000000000000000.00,NaN,NaN,NaN,NaN,NaN,22656.81,16740.62,23068.76,3.17,3.15,0.20,7.17,0.45,0.45,3.81,0.26,2.34,2.11,0.20,7.59,0.21,0.21,3.90,0.19,3.23,3.11,0.23,7.00,0.35,0.35,3.68,0.41,NaN,NaN,NaN,NaN,NaN
190.00,1009.19,32297.13,6974195.00,-0.96,-0.96,3487097.02,225000000000000000000.00,140.00,-908.30,21451.46,4150578.00,-7.15,-7.15,2075285.43,34400000000000000000.00,189.00,-361.89,33526.44,7318847.00,8.03,8.03,3659427.52,270000000000000000000.00,NaN,NaN,NaN,NaN,NaN,31134.80,18529.37,32673.42,4.36,4.25,0.17,6.16,1.14,1.25,3.65,0.16,2.60,2.08,0.26,6.69,0.07,0.07,3.38,0.46,4.58,4.88,0.13,6.36,1.09,1.09,3.72,0.08,NaN,NaN,NaN,NaN,NaN
117.00,-559.29,21623.17,4481625.00,0.65,0.65,2240812.83,37600000000000000000.00,23.00,731.61,12761.46,2407014.00,-5.34,-5.34,1203504.33,3480000000000000000.00,142.00,480.82,23787.12,4974764.00,5.30,5.30,2487384.65,57100000000000000000.00,NaN,NaN,NaN,NaN,NaN,20007.25,10745.60,22208.77,2.80,2.34,0.29,6.42,0.01,0.01,3.21,0.36,1.50,1.06,0.32,5.69,0.01,0.01,2.85,0.35,3.11,2.69,0.32,6.38,0.01,0.01,3.19,0.49,NaN,NaN,NaN,NaN,NaN
184.00,274.64,41187.96,8748328.00,3.90,3.90,4374165.95,549000000000000000000.00,101.00,-244.10,31238.12,5903895.00,2.42,2.42,2951948.71,130000000000000000000.00,207.00,265.55,43487.73,9336532.00,0.90,0.90,4668266.45,705000000000000000000.00,NaN,NaN,NaN,NaN,NaN,39055.04,26356.67,41680.95,5.47,5.42,0.40,7.94,0.77,0.96,4.36,1.83,3.69,3.29,0.34,7.77,0.01,0.01,3.89,2.25,5.84,5.78,0.39,8.00,0.89,0.89,4.44,1.60,NaN,NaN,NaN,NaN,NaN
182.00,909.26,28547.58,6058967.00,-0.35,-0.35,3029483.33,133000000000000000000.00,177.00,-899.99,23097.27,4392771.00,-6.79,-6.79,2196382.10,47500000000000000000.00,194.00,-464.57,31070.61,6626587.00,-1.01,-1.01,3313293.00,188000000000000000000.00,NaN,NaN,NaN,NaN,NaN,27048.96,19610.58,29582.98,3.79,3.37,0.16,6.24,1.29,2.01,3.77,0.23,2.75,2.21,0.26,6.03,0.19,0.19,3.11,0.79,4.14,3.88,0.17,6.66,1.46,1.46,4.06,0.26,NaN,NaN,NaN,NaN,NaN
166.00,537.04,28218.66,5974687.00,3.96,3.96,2987345.48,121000000000000000000.00,235.00,207.86,25260.47,4678803.00,-4.47,-4.47,2339399.26,67400000000000000000.00,166.00,-630.70,29324.21,6234233.00,0.68,0.68,3117116.84,143000000000000000000.00,NaN,NaN,NaN,NaN,NaN,26672.71,20887.51,27831.40,3.74,3.70,0.27,7.08,0.88,5.21,3.98,0.59,2.93,2.21,0.47,7.41,0.14,7.37,3.77,2.90,3.90,3.87,0.26,7.13,0.82,5.21,3.98,0.56,NaN,NaN,NaN,NaN,NaN
58.00,412.13,25362.32,5416595.00,0.36,0.36,2708297.68,79900000000000000000.00,28.00,-573.99,14796.52,2650636.00,5.91,5.91,1325320.96,6620000000000000000.00,62.00,-776.71,28535.43,5991876.00,3.38,3.38,2995939.69,122000000000000000000.00,NaN,NaN,NaN,NaN,NaN,24181.23,11833.20,26749.45,3.39,3.23,0.43,7.54,0.55,0.55,4.05,0.98,1.66,1.37,0.46,6.58,0.08,0.08,3.33,1.32,3.75,3.47,0.53,7.80,0.53,0.53,4.17,1.67,NaN,NaN,NaN,NaN,NaN
