FFT Gray Avg,FFT Gray Median,FFT Gray SD,FFT Gray Max,FFT Gray Min,FFT Gray Mode,FFT Gray Midpoint,FFT Gray Var,FFT Red Avg,FFT Red Median,FFT Red SD,FFT Red Max,FFT Red Min,FFT Red Mode,FFT Red Midpoint,FFT Red Var,FFT Green Avg,FFT Green Median,FFT Green SD,FFT Green Max,FFT Green Min,FFT Green Mode,FFT Green Midpoint,FFT Green Var,FFT Blue Avg,FFT Blue Median,FFT Blue SD,FFT Blue Max,FFT Blue Min,DCT Gray,DCT Red,DCT Green,Wavelet Gray Avg,Wavelet Gray Median,Wavelet Gray SD,Wavelet Gray Max,Wavelet Gray Min,Wavelet Gray Mode,Wavelet Gray Midpoint,Wavelet Gray Var,Wavelet Red Avg,Wavelet Red Median,Wavelet Red SD,Wavelet Red Max,Wavelet Red Min,Wavelet Red Mode,Wavelet Red Midpoint,Wavelet Red Var,Wavelet Green Avg,Wavelet Green Median,Wavelet Green SD,Wavelet Green Max,Wavelet Green Min,Wavelet Green Mode,Wavelet Green Midpoint,Wavelet Green Var,Wavelet Blue Avg,Wavelet Blue Median,Wavelet Blue SD,Wavelet Blue Max,Wavelet Blue Min
16.00,-428.74,44967.61,13992993.00,0.76,0.76,6996496.88,720000000000000000000.00,18.00,977.43,43491.78,13235193.00,-3.72,-3.72,6617594.64,598000000000000000000.00,19.00,-777.41,45081.03,14111993.00,6.34,6.34,7055999.67,742000000000000000000.00,NaN,NaN,NaN,NaN,NaN,38254.22,36182.53,38579.54,3.21,3.78,0.59,7.95,0.11,0.11,4.03,3.68,3.03,3.34,0.65,7.95,0.11,0.12,4.03,4.63,3.24,3.75,0.59,7.96,0.11,0.11,4.03,3.54,NaN,NaN,NaN,NaN,NaN
16.00,-1201.49,57286.75,23628464.00,2.33,2.33,11814233.17,2950000000000000000000.00,11.00,-2232.91,58038.05,22221555.00,5.22,5.22,11110780.11,2840000000000000000000.00,19.00,772.27,58252.70,24313724.00,-3.03,-3.03,12156860.48,3240000000000000000000.00,NaN,NaN,NaN,NaN,NaN,46753.67,43969.82,48109.59,2.89,1.83,0.44,7.31,0.28,0.50,3.80,1.35,2.72,1.50,0.50,6.78,0.03,0.22,3.40,2.36,2.98,1.88,0.43,7.31,0.25,0.60,3.78,1.27,NaN,NaN,NaN,NaN,NaN
38.00,-487.81,82095.19,43287521.00,0.75,0.75,21643760.87,16700000000000000000000.00,26.00,92.35,73099.88,35015513.00,1.28,1.28,17507757.14,7910000000000000000000.00,40.00,918.11,83873.99,45015928.00,-0.51,-0.51,22507963.74,19300000000000000000000.00,NaN,NaN,NaN,NaN,NaN,73032.30,59076.23,75948.37,3.85,4.38,0.48,6.98,0.57,1.10,3.78,1.73,3.10,3.82,0.66,6.94,0.18,0.46,3.56,3.90,4.00,4.32,0.43,7.01,0.36,0.87,3.68,1.31,NaN,NaN,NaN,NaN,NaN
0.00,-3198.88,73723.98,32000535.00,-1.58,-1.58,16000266.71,6490000000000000000000.00,0.00,1870.08,66555.90,28353647.00,-6.35,-6.35,14176820.32,4000000000000000000000.00,0.00,260.03,72459.42,31291409.00,-1.93,-1.93,15645703.53,5930000000000000000000.00,NaN,NaN,NaN,NaN,NaN,54754.35,48514.36,53541.01,2.95,2.82,0.75,7.62,0.00,0.00,3.81,6.83,2.61,2.31,0.68,7.32,0.00,0.00,3.66,4.73,2.88,2.64,0.73,7.59,0.00,0.00,3.79,6.42,NaN,NaN,NaN,NaN,NaN
33.00,114.09,168115.74,154354509.00,-0.31,-0.31,77177254.35,663000000000000000000000.00,40.00,-153.85,175155.46,161143100.00,-0.32,-0.32,80571549.84,778000000000000000000000.00,31.00,-253.82,172388.21,160182752.00,0.58,0.58,80091376.29,770000000000000000000000.00,NaN,NaN,NaN,NaN,NaN,160785.95,167857.40,166857.03,5.25,5.95,0.36,7.98,0.10,3.70,4.04,0.79,5.49,5.60,0.36,8.00,0.06,4.93,4.03,1.05,5.45,5.89,0.27,7.99,0.09,5.02,4.04,0.51,NaN,NaN,NaN,NaN,NaN
28.00,1328.50,78131.34,35051740.00,-4.44,-4.44,17525867.78,9330000000000000000000.00,21.00,427.91,77695.65,33689902.00,-7.31,-7.31,16844947.35,8230000000000000000000.00,34.00,-8.04,78694.44,35764493.00,3.82,3.82,17882248.41,10000000000000000000000.00,NaN,NaN,NaN,NaN,NaN,67210.37,64599.10,68577.05,4.02,4.20,0.57,8.00,0.15,0.25,4.07,3.45,3.85,4.28,0.70,8.00,0.26,0.62,4.13,4.40,4.10,4.25,0.53,8.00,0.13,0.41,4.06,3.03,NaN,NaN,NaN,NaN,NaN
173.00,257.45,115579.68,80759500.00,1.44,1.44,40379750.72,122000000000000000000000.00,189.00,-1883.72,112656.88,76283789.00,0.62,0.62,38141894.81,104000000000000000000000.00,176.00,1101.01,116446.75,81209422.00,-0.51,-0.51,40604710.75,126000000000000000000000.00,NaN,NaN,NaN,NaN,NaN,111009.75,104857.57,111628.20,4.79,5.33,0.30,6.93,0.16,0.16,3.54,0.67,4.52,5.31,0.34,7.21,0.02,0.12,3.62,1.34,4.81,5.38,0.30,7.02,0.15,0.18,3.58,0.72,NaN,NaN,NaN,NaN,NaN
57.00,725.99,110786.94,89113606.00,-0.53,-0.53,44556802.74,88800000000000000000000.00,36.00,950.38,104014.01,76256200.00,-0.20,-0.20,38128099.90,52800000000000000000000.00,57.00,-117.89,112971.15,92302938.00,-0.09,-0.09,46151468.96,100000000000000000000000.00,NaN,NaN,NaN,NaN,NaN,97288.67,83251.76,100770.58,3.31,2.72,0.65,7.37,0.52,1.34,3.94,2.40,2.83,2.31,0.82,7.64,0.30,0.30,3.97,4.60,3.43,2.87,0.60,7.40,0.49,0.57,3.94,2.05,NaN,NaN,NaN,NaN,NaN
164.00,-170.90,68995.23,28592024.00,2.30,2.30,14296013.15,6570000000000000000000.00,157.00,-808.04,63022.78,22415471.00,3.70,3.70,11207737.35,2810000000000000000000.00,178.00,-548.18,74066.59,31373543.00,3.23,3.23,15686773.11,9420000000000000000000.00,NaN,NaN,NaN,NaN,NaN,62224.25,48782.34,68277.61,4.24,3.58,0.52,8.00,0.33,8.00,4.16,3.11,3.32,3.20,0.59,8.00,0.00,8.00,4.00,7.25,4.65,3.91,0.50,8.00,0.34,8.00,4.17,2.69,NaN,NaN,NaN,NaN,NaN
158.00,-1662.02,86096.76,70663636.00,1.84,1.84,35331818.92,37500000000000000000000.00,101.00,-1960.50,55287.43,39308528.00,-1.60,-1.60,19654263.20,3770000000000000000000.00,159.00,-1796.85,91697.88,75932048.00,-5.29,-5.29,37966021.36,51700000000000000000000.00,NaN,NaN,NaN,NaN,NaN,76100.93,42333.17,81774.72,2.57,2.50,0.24,7.71,0.13,0.13,3.92,0.41,1.43,1.02,0.34,7.37,0.05,0.19,3.71,0.71,2.76,2.75,0.24,7.72,0.10,0.29,3.91,0.42,NaN,NaN,NaN,NaN,NaN
61.00,-948.87,80157.88,42876039.00,0.14,0.14,21438019.57,18300000000000000000000.00,36.00,-1027.20,76969.81,37999279.00,2.95,2.95,18999640.97,12200000000000000000000.00,67.00,-194.42,81459.89,44274710.00,-4.61,-4.61,22137352.70,20700000000000000000000.00,NaN,NaN,NaN,NaN,NaN,70610.69,62579.36,72914.10,3.62,2.75,0.80,7.87,0.20,1.76,4.04,5.19,3.20,2.60,0.84,7.89,0.13,0.75,4.01,6.16,3.74,2.86,0.77,7.87,0.24,2.04,4.05,4.92,NaN,NaN,NaN,NaN,NaN
137.00,500.61,144279.01,129786198.00,0.13,0.13,64893099.07,370000000000000000000000.00,59.00,393.93,116734.43,86880027.00,-0.77,-0.77,43440013.11,93700000000000000000000.00,154.00,482.99,155484.19,142987787.00,1.34,1.34,71493894.17,539000000000000000000000.00,NaN,NaN,NaN,NaN,NaN,133397.46,89297.44,146966.38,4.30,3.77,0.41,7.39,0.18,2.04,3.78,1.72,2.88,1.42,0.77,7.61,0.08,0.43,3.84,9.11,4.73,4.46,0.37,7.51,0.18,1.85,3.84,1.27,NaN,NaN,NaN,NaN,NaN
255.00,499.20,74577.01,22978056.00,4.04,4.04,11489030.02,8930000000000000000000.00,255.00,-62.70,73270.05,22468728.00,-3.03,-3.03,11234362.48,8170000000000000000000.00,255.00,-320.84,74708.38,23019833.00,-0.24,-0.24,11509916.38,9000000000000000000000.00,NaN,NaN,NaN,NaN,NaN,74375.49,72726.90,74510.72,7.56,8.00,0.40,8.00,1.48,8.00,4.74,0.34,7.40,8.00,0.53,8.00,1.63,8.00,4.82,1.37,7.57,8.00,0.40,8.00,1.46,8.00,4.73,0.34,NaN,NaN,NaN,NaN,NaN
108.00,539.58,118282.28,76225480.00,-2.32,-2.32,38112738.84,114000000000000000000000.00,74.00,-1274.83,118177.84,71790117.00,1.10,1.10,35895059.05,98800000000000000000000.00,126.00,1552.06,120673.05,78471372.00,-1.21,-1.21,39235685.39,125000000000000000000000.00,NaN,NaN,NaN,NaN,NaN,107809.67,101536.51,110986.16,4.77,5.60,0.73,8.00,0.03,0.13,4.02,4.68,4.49,5.89,0.85,8.00,0.00,0.00,4.00,8.38,4.91,5.59,0.75,8.00,0.03,0.06,4.02,4.96,NaN,NaN,NaN,NaN,NaN
68.00,-1304.18,184288.97,178456169.00,2.34,2.34,89228085.67,1100000000000000000000000.00,50.00,1340.13,173908.31,166409934.00,0.30,0.30,83204967.15,828000000000000000000000.00,72.00,1429.76,185965.51,180275125.00,-2.66,-2.66,90137561.17,1140000000000000000000000.00,NaN,NaN,NaN,NaN,NaN,179201.40,167104.86,181027.96,5.65,5.56,0.61,8.00,0.70,8.00,4.35,3.62,5.27,5.06,0.59,8.00,0.63,8.00,4.32,3.98,5.70,5.68,0.60,8.00,0.71,8.00,4.36,3.52,NaN,NaN,NaN,NaN,NaN
87.00,-8784.51,276739.59,594352773.00,2.57,2.57,297176387.80,7700000000000000000000000.00,87.00,2018.38,269431.65,575889268.00,-0.79,-0.79,287944633.60,6990000000000000000000000.00,87.00,3106.82,274731.39,589233746.00,-2.60,-2.60,294616871.70,7470000000000000000000000.00,NaN,NaN,NaN,NaN,NaN,254234.05,246336.30,252044.39,3.41,3.36,0.41,7.90,0.20,2.47,4.05,1.11,3.30,3.32,0.41,7.90,0.10,3.37,4.00,1.13,3.38,3.34,0.42,7.88,0.17,3.59,4.02,1.12,NaN,NaN,NaN,NaN,NaN
50.00,-1076.30,43198.68,13453448.00,-1.12,-1.12,6726723.44,865000000000000000000.00,50.00,172.77,41993.05,13022119.00,-2.35,-2.35,6511058.33,791000000000000000000.00,54.00,1048.43,43990.22,13838202.00,-3.26,-3.26,6919099.37,959000000000000000000.00,NaN,NaN,NaN,NaN,NaN,38561.39,37325.07,39664.20,3.45,2.54,0.59,7.95,0.64,2.32,4.29,2.74,3.35,2.77,0.73,7.99,0.76,2.51,4.38,3.44,3.55,2.68,0.56,7.99,0.59,2.48,4.29,2.35,NaN,NaN,NaN,NaN,NaN
157.00,-873.26,101050.45,59599108.00,-4.25,-4.25,29799551.87,57300000000000000000000.00,29.00,1052.00,94520.75,47690016.00,-4.74,-4.74,23845005.63,26800000000000000000000.00,171.00,-1324.73,101510.94,60358190.00,-2.02,-2.02,30179093.99,60100000000000000000000.00,NaN,NaN,NaN,NaN,NaN,95394.11,76332.46,96609.10,4.79,3.75,0.36,7.43,0.28,0.28,3.85,0.80,3.84,3.61,0.72,7.78,0.14,0.15,3.96,4.79,4.85,4.04,0.38,7.34,0.17,0.19,3.76,0.82,NaN,NaN,NaN,NaN,NaN
67.00,-434.01,45020.63,15477896.00,-3.06,-3.06,7738946.47,821000000000000000000.00,48.00,-449.64,39803.42,12556245.00,-3.07,-3.07,6278120.97,386000000000000000000.00,71.00,178.63,45533.82,15694480.00,-2.55,-2.55,7847238.73,870000000000000000000.00,NaN,NaN,NaN,NaN,NaN,38496.04,31229.42,39034.72,2.99,2.18,0.70,8.00,0.30,0.34,4.15,5.15,2.42,1.46,0.81,7.97,0.17,0.56,4.07,6.05,3.03,2.36,0.70,8.00,0.33,0.33,4.16,5.20,NaN,NaN,NaN,NaN,NaN
34.00,611.21,61907.07,24156018.00,-0.50,-0.50,12078008.75,4560000000000000000000.00,45.00,1138.12,58330.34,22593509.00,-5.18,-5.18,11296751.91,3590000000000000000000.00,33.00,-452.63,60473.70,23468620.00,-5.93,-5.93,11734307.03,4090000000000000000000.00,NaN,NaN,NaN,NaN,NaN,58151.08,54389.63,56496.30,4.38,4.36,0.35,8.00,0.14,0.14,4.07,1.42,4.09,4.00,0.48,8.00,0.06,0.06,4.03,2.32,4.25,4.18,0.41,8.00,0.07,0.07,4.03,1.91,NaN,NaN,NaN,NaN,NaN
207.00,1679.55,103499.82,57524141.00,-0.36,-0.36,28762070.32,48400000000000000000000.00,219.00,-3052.66,100891.09,54734851.00,0.25,0.25,27367425.62,39900000000000000000000.00,211.00,-617.12,103533.79,57548183.00,-2.88,-2.88,28774090.06,48500000000000000000000.00,NaN,NaN,NaN,NaN,NaN,101980.50,97035.56,102023.12,5.67,6.16,0.23,7.21,0.04,0.04,3.63,0.26,5.39,6.24,0.44,7.67,0.10,0.10,3.88,1.89,5.67,6.16,0.28,7.26,0.03,0.25,3.65,0.37,NaN,NaN,NaN,NaN,NaN
91.00,51.69,46349.90,11547730.00,-0.25,-0.25,5773864.87,1110000000000000000000.00,89.00,-527.72,45824.86,11382638.00,-1.07,-1.07,5691318.46,1050000000000000000000.00,91.00,181.17,46335.10,11559551.00,3.55,3.55,5779777.27,1120000000000000000000.00,NaN,NaN,NaN,NaN,NaN,44752.59,44112.79,44798.40,5.45,5.55,0.59,7.99,1.29,1.36,4.64,3.95,5.36,5.35,0.58,7.99,1.09,1.09,4.54,3.54,5.45,5.57,0.58,7.99,1.27,1.27,4.63,3.54,NaN,NaN,NaN,NaN,NaN
45.00,892.59,151553.36,127376288.00,-2.72,-2.72,63688142.64,321000000000000000000000.00,24.00,-33.96,152453.15,124789775.00,-0.94,-0.94,62394887.03,298000000000000000000000.00,44.00,-837.92,152014.32,127682084.00,-3.87,-3.87,63841040.06,324000000000000000000000.00,NaN,NaN,NaN,NaN,NaN,143356.71,140445.70,143700.87,5.04,6.27,0.46,7.01,0.82,1.56,3.91,1.19,4.94,6.19,0.61,7.53,0.65,0.88,4.09,3.53,5.05,6.29,0.48,7.01,0.85,1.18,3.93,1.31,NaN,NaN,NaN,NaN,NaN
164.00,-1364.65,116991.62,82760908.00,-1.46,-1.46,41380453.27,111000000000000000000000.00,40.00,1021.59,86429.76,49089388.00,0.35,0.35,24544694.17,16400000000000000000000.00,160.00,275.09,115044.33,81094237.00,-3.34,-3.34,40547116.83,103000000000000000000000.00,NaN,NaN,NaN,NaN,NaN,112510.88,66735.49,110245.09,4.79,4.70,0.43,7.42,0.54,0.54,3.98,0.91,2.84,3.61,0.45,7.08,0.00,0.01,3.54,1.82,4.69,4.57,0.45,7.41,0.50,0.50,3.95,0.99,NaN,NaN,NaN,NaN,NaN
0.00,185.37,51602.32,17588488.00,1.70,1.70,8794244.85,2180000000000000000000.00,0.00,510.07,48150.40,15502370.00,-1.88,-1.88,7751184.06,1420000000000000000000.00,0.00,56.62,51185.39,17489556.00,1.00,1.00,8744778.50,2120000000000000000000.00,NaN,NaN,NaN,NaN,NaN,42311.33,37292.91,42073.33,3.19,2.38,0.61,7.97,0.00,0.00,3.98,5.81,2.81,1.86,0.67,7.97,0.00,0.00,3.99,7.60,3.18,2.41,0.62,8.00,0.00,0.00,4.00,6.08,NaN,NaN,NaN,NaN,NaN
122.00,948.91,64277.39,22275443.00,0.73,0.73,11137721.87,6340000000000000000000.00,126.00,-300.29,61651.60,21336916.00,-2.56,-2.56,10668456.72,5340000000000000000000.00,121.00,-100.33,63905.57,22082822.00,2.05,2.05,11041412.02,6140000000000000000000.00,NaN,NaN,NaN,NaN,NaN,60731.44,58172.65,60206.28,5.18,5.71,0.33,7.91,0.00,4.16,3.95,1.00,4.96,5.47,0.31,7.87,0.00,0.00,3.94,0.81,5.14,5.67,0.33,8.00,0.00,0.00,4.00,1.04,NaN,NaN,NaN,NaN,NaN
181.00,-7612.27,166032.94,165272378.00,-14.81,-14.81,82636181.60,542000000000000000000000.00,177.00,1065.52,142561.16,130680474.00,3.97,3.97,65340238.99,224000000000000000000000.00,177.00,-6013.26,164962.03,164380815.00,-19.69,-19.69,82190397.65,529000000000000000000000.00,NaN,NaN,NaN,NaN,NaN,151975.58,120166.73,151155.75,4.38,4.05,0.45,7.71,0.96,1.46,4.34,2.21,3.46,2.80,0.62,7.41,0.63,1.33,4.02,4.13,4.36,3.96,0.46,7.70,0.78,0.78,4.24,2.23,NaN,NaN,NaN,NaN,NaN
46.00,-440.48,75044.77,34174301.00,3.38,3.38,17087152.19,14500000000000000000000.00,35.00,561.83,81630.50,38132895.00,1.70,1.70,19066448.35,20900000000000000000000.00,47.00,-1074.37,76759.86,35212125.00,-6.49,-6.49,17606059.26,16100000000000000000000.00,NaN,NaN,NaN,NaN,NaN,69418.68,77459.82,71526.82,4.42,3.60,0.60,7.38,0.06,0.08,3.72,4.77,4.94,5.48,0.75,7.16,0.06,0.08,3.61,5.20,4.55,3.95,0.64,7.40,0.06,0.08,3.73,5.05,NaN,NaN,NaN,NaN,NaN
110.00,675.68,176485.10,293985581.00,-0.57,-0.57,146992790.20,1250000000000000000000000.00,94.00,416.71,168479.31,269680968.00,1.46,1.46,134840484.70,941000000000000000000000.00,105.00,-989.35,177584.86,295034411.00,-1.23,-1.23,147517204.90,1270000000000000000000000.00,NaN,NaN,NaN,NaN,NaN,165085.84,151437.73,165674.81,2.91,2.70,0.35,7.80,0.30,2.33,4.05,0.67,2.67,2.32,0.41,7.93,0.29,1.22,4.11,1.17,2.92,2.69,0.35,7.82,0.30,1.80,4.06,0.68,NaN,NaN,NaN,NaN,NaN
58.00,796.17,175189.74,261931526.00,0.23,0.23,130965763.10,1070000000000000000000000.00,69.00,775.64,166378.92,225337332.00,-0.21,-0.21,112668665.90,625000000000000000000000.00,58.00,-1106.15,180974.21,272301428.00,-1.29,-1.29,136150713.40,1240000000000000000000000.00,NaN,NaN,NaN,NaN,NaN,157505.88,135500.89,163741.56,2.97,2.70,0.40,7.95,0.33,7.94,4.14,1.45,2.55,2.13,0.34,7.99,0.00,7.94,3.99,1.58,3.09,3.03,0.40,7.97,0.29,7.94,4.13,1.43,NaN,NaN,NaN,NaN,NaN
0.00,-380.91,92622.67,48685591.00,-0.83,-0.83,24342795.09,20200000000000000000000.00,0.00,321.89,90075.44,46130122.00,-0.20,-0.20,23065060.90,16600000000000000000000.00,0.00,-644.79,91424.64,47715090.00,-0.36,-0.36,23857544.82,18700000000000000000000.00,NaN,NaN,NaN,NaN,NaN,67046.05,63526.86,65709.55,2.89,2.60,0.57,8.00,0.00,0.00,4.00,5.44,2.73,1.82,0.62,8.00,0.00,0.00,4.00,6.30,2.83,2.37,0.58,8.00,0.00,0.00,4.00,5.57,NaN,NaN,NaN,NaN,NaN
68.00,709.94,76987.83,36826054.00,-2.88,-2.88,18413025.56,11500000000000000000000.00,20.00,-1084.14,62832.01,26584379.00,0.85,0.85,13292189.92,3420000000000000000000.00,79.00,1062.97,80845.69,39379599.00,0.76,0.76,19689799.88,15000000000000000000000.00,NaN,NaN,NaN,NaN,NaN,70482.33,50880.52,75369.62,4.21,3.20,0.42,7.99,0.57,0.59,4.28,1.77,3.03,1.51,0.66,7.98,0.07,0.59,4.02,4.48,4.51,3.72,0.37,8.00,0.66,2.63,4.33,1.30,NaN,NaN,NaN,NaN,NaN
76.00,4913.07,135246.20,118554550.00,5.15,5.15,59277277.58,199000000000000000000000.00,64.00,327.17,128670.92,108019129.00,-0.18,-0.18,54009564.41,142000000000000000000000.00,76.00,1204.45,131549.95,114582389.00,-0.94,-0.94,57291194.03,174000000000000000000000.00,NaN,NaN,NaN,NaN,NaN,124092.05,113064.54,119934.36,4.07,4.93,0.28,8.00,0.32,0.63,4.16,0.82,3.70,4.72,0.37,8.00,0.23,0.42,4.12,1.78,3.93,4.75,0.31,8.00,0.29,8.00,4.14,1.02,NaN,NaN,NaN,NaN,NaN
98.00,-1302.24,102088.14,70326107.00,-1.68,-1.68,35163052.66,73700000000000000000000.00,102.00,1194.57,96752.69,65848985.00,-1.81,-1.81,32924491.59,58500000000000000000000.00,99.00,1250.92,102601.93,70681084.00,1.26,1.26,35340542.63,74900000000000000000000.00,NaN,NaN,NaN,NaN,NaN,97825.29,91597.50,98319.07,4.27,4.40,0.30,7.41,0.43,0.52,3.92,0.63,4.01,3.90,0.19,7.37,0.36,0.46,3.86,0.29,4.30,4.45,0.28,7.35,0.45,0.48,3.90,0.54,NaN,NaN,NaN,NaN,NaN
141.00,905.37,93566.54,47795201.00,-1.97,-1.97,23897599.51,31500000000000000000000.00,106.00,1335.73,85221.95,41734614.00,0.73,0.73,20867307.36,19200000000000000000000.00,136.00,-1382.40,92037.74,46786263.00,-0.19,-0.19,23393131.40,29100000000000000000000.00,NaN,NaN,NaN,NaN,NaN,89000.55,77714.99,87121.78,5.19,5.24,0.37,7.95,0.38,7.94,4.17,0.98,4.52,4.29,0.53,7.97,0.29,7.94,4.13,2.15,5.08,5.06,0.40,7.95,0.37,7.94,4.16,1.16,NaN,NaN,NaN,NaN,NaN
27.00,876.51,100506.47,53474256.00,2.90,2.90,26737129.45,40800000000000000000000.00,6.00,-1499.90,94314.88,44395307.00,-4.12,-4.12,22197651.44,23800000000000000000000.00,36.00,-416.05,104013.29,56912954.00,2.28,2.28,28456478.14,50600000000000000000000.00,NaN,NaN,NaN,NaN,NaN,85709.24,71157.38,91220.83,4.30,3.84,0.32,8.00,0.21,8.00,4.11,2.16,3.56,2.23,0.51,8.00,0.00,8.00,4.00,5.20,4.58,4.48,0.29,8.00,0.30,8.00,4.15,1.75,NaN,NaN,NaN,NaN,NaN
87.00,-589.51,137478.79,107341377.00,-2.35,-2.35,53670687.32,267000000000000000000000.00,11.00,-850.14,112076.17,71358547.00,0.15,0.15,35679273.57,69500000000000000000000.00,113.00,-1198.13,147050.99,117593864.00,-1.78,-1.78,58796931.11,381000000000000000000000.00,NaN,NaN,NaN,NaN,NaN,126580.40,84148.29,138670.47,4.68,4.11,0.51,7.75,0.13,1.57,3.94,3.47,3.10,1.42,0.83,7.95,0.03,0.27,3.99,13.15,5.13,4.90,0.49,7.87,0.12,0.15,4.00,2.81,NaN,NaN,NaN,NaN,NaN
0.00,-1752.50,118227.81,76927698.00,5.69,5.69,38463851.85,97500000000000000000000.00,0.00,827.52,119197.78,77137155.00,-11.55,-11.55,38568571.73,98700000000000000000000.00,0.00,-3505.43,116722.25,75842982.00,-5.12,-5.12,37921488.44,92200000000000000000000.00,NaN,NaN,NaN,NaN,NaN,100241.59,100514.53,98828.14,4.09,5.15,0.66,7.71,0.00,0.00,3.86,10.52,4.10,5.15,0.64,7.76,0.00,0.00,3.88,10.22,4.03,5.06,0.66,7.68,0.00,0.00,3.84,10.30,NaN,NaN,NaN,NaN,NaN
21.00,-485.81,69003.80,28979585.00,0.22,0.22,14489792.61,7450000000000000000000.00,2.00,176.03,57573.59,18353671.00,-0.70,-0.70,9176835.15,1920000000000000000000.00,29.00,-4.78,75036.27,32804003.00,0.73,0.73,16402001.87,11600000000000000000000.00,NaN,NaN,NaN,NaN,NaN,58962.77,37342.95,66744.05,3.73,3.33,0.57,8.00,0.06,8.00,4.03,4.92,2.33,0.74,0.78,8.00,0.01,8.00,4.00,9.04,4.23,4.34,0.52,8.00,0.03,8.00,4.02,4.28,NaN,NaN,NaN,NaN,NaN
102.00,77.84,92097.18,63976893.00,-0.59,-0.59,31988446.20,39300000000000000000000.00,130.00,711.43,87423.96,59605515.00,-0.93,-0.93,29802757.03,29900000000000000000000.00,102.00,825.29,92830.64,64361299.00,-1.69,-1.69,32180648.65,40300000000000000000000.00,NaN,NaN,NaN,NaN,NaN,86677.14,80754.72,87197.95,3.66,3.83,0.33,6.13,0.19,0.95,3.16,0.65,3.41,3.32,0.36,7.05,0.19,0.19,3.62,1.02,3.68,3.83,0.33,6.22,0.19,0.19,3.21,0.69,NaN,NaN,NaN,NaN,NaN
157.00,826.85,146964.62,115672263.00,1.70,1.70,57836132.35,389000000000000000000000.00,21.00,-580.76,124375.23,89384393.00,-0.69,-0.69,44692196.15,141000000000000000000000.00,187.00,-492.88,151396.64,119354543.00,-3.68,-3.68,59677269.66,440000000000000000000000.00,NaN,NaN,NaN,NaN,NaN,143895.02,111193.20,148475.73,5.61,5.82,0.40,7.91,0.14,3.87,4.02,0.89,4.32,4.97,0.52,7.84,0.05,0.35,3.94,3.70,5.79,5.91,0.36,8.00,0.17,0.17,4.08,0.77,NaN,NaN,NaN,NaN,NaN
70.00,81.74,28377.34,5713642.00,1.02,1.02,2856821.51,98000000000000000000.00,56.00,-1624.29,25813.82,4879335.00,-10.11,-10.11,2439662.45,54800000000000000000.00,76.00,-1021.81,28517.03,5797483.00,-2.00,-2.00,2898740.50,103000000000000000000.00,NaN,NaN,NaN,NaN,NaN,25564.71,21831.75,25939.85,3.55,2.60,0.47,7.89,0.45,1.03,4.17,1.44,3.02,1.74,0.54,7.80,0.13,0.13,3.96,2.37,3.60,2.80,0.46,7.88,0.43,0.43,4.16,1.34,NaN,NaN,NaN,NaN,NaN
13.00,-250.98,152844.24,161152946.00,0.55,0.55,80576473.27,337000000000000000000000.00,13.00,-1066.97,154488.01,151745088.00,-1.11,-1.11,75872543.45,289000000000000000000000.00,14.00,1011.27,151877.58,162223694.00,0.17,0.17,81111847.09,350000000000000000000000.00,NaN,NaN,NaN,NaN,NaN,125932.56,118580.82,126769.30,3.08,4.34,0.61,7.52,0.10,0.32,3.81,3.60,2.90,4.02,0.65,7.72,0.01,0.32,3.86,4.85,3.10,4.15,0.57,7.54,0.01,0.38,3.77,3.11,NaN,NaN,NaN,NaN,NaN
77.00,-600.25,42290.86,11889779.00,7.76,7.76,5944893.38,891000000000000000000.00,59.00,1120.37,40045.30,11097592.00,1.19,1.19,5548796.60,685000000000000000000.00,84.00,420.07,42397.03,11986161.00,-3.49,-3.49,5993078.76,912000000000000000000.00,NaN,NaN,NaN,NaN,NaN,39934.58,37273.84,40258.30,4.21,4.02,0.34,7.79,0.67,0.67,4.23,0.83,3.94,3.77,0.31,7.83,0.55,0.55,4.19,0.76,4.25,3.70,0.34,7.79,0.71,0.71,4.25,0.79,NaN,NaN,NaN,NaN,NaN
230.00,1303.78,82322.10,46923892.00,-2.83,-2.83,23461944.58,26500000000000000000000.00,234.00,-1986.11,71296.57,38611709.00,-1.29,-1.29,19305853.86,12500000000000000000000.00,229.00,1134.57,79894.55,45107166.00,1.18,1.18,22553583.59,23000000000000000000000.00,NaN,NaN,NaN,NaN,NaN,79267.74,65226.11,76198.78,4.20,3.78,0.26,7.81,0.19,0.19,4.00,0.35,3.46,2.84,0.32,7.87,0.17,0.17,4.02,0.75,4.04,3.55,0.24,7.81,0.19,0.19,4.00,0.31,NaN,NaN,NaN,NaN,NaN
90.00,-319.90,84407.57,40623123.00,1.61,1.61,20311562.30,23200000000000000000000.00,90.00,552.46,82612.25,39683042.00,0.03,0.03,19841521.02,21000000000000000000000.00,89.00,-244.90,84398.84,40702426.00,-1.67,-1.67,20351212.16,23400000000000000000000.00,NaN,NaN,NaN,NaN,NaN,81631.97,79742.88,81791.33,5.15,5.57,0.44,7.97,0.26,1.28,4.11,1.41,5.03,5.35,0.41,7.97,0.35,0.35,4.16,1.16,5.16,5.54,0.42,7.98,0.29,0.29,4.14,1.20,NaN,NaN,NaN,NaN,NaN
